Designator,Footprint,Quantity,Value,LCSC Part #
J101,SolderWire-0.15sqmm_1x02_P4mm_D0.5mm_OD1.5mm,1,OUT1,
J102,SolderWire-0.15sqmm_1x02_P4mm_D0.5mm_OD1.5mm,1,OUT2,
J103,SolderWire-0.15sqmm_1x02_P4mm_D0.5mm_OD1.5mm,1,IN,
